郑州高新区：
郑州高新技术产业开发区	410172000000
石佛办事处	410172160000
陈庄村委会	410172160201
南流村委会	410172160206
老俩河村委会	410172160207
欢河村委会	410172160208
百炉屯村委会	410172160215
孙庄村委会	410172160216
五龙口村委会	410172160217
西湖春天社区居委会	410172160401
宏兴街社区居委会	410172160402
通和社区居民委员会	410172160403
红河瀛园社区居民委员会	410172160404
沟赵办事处	410172360000
堂李村委会	410172360201
西连河村委会	410172360205
东连河村委会	410172360206
枣陈村委会	410172360212
岗崔村委会	410172360213
朱砦村委会	410172360214
任砦村委会	410172360215
牛砦村委会	410172360216
水牛张村委会	410172360217
祥营村委会	410172360218
张五砦村委会	410172360219
赵村村委会	410172360220
枫杨办事处	410172560000
锦华苑社区居委会	410172560001
西现代城社区居民委员会	410172560002
大里村委会	410172560202
大谢村委会	410172560205
东史马村委会	410172560206
丁楼村委会	410172560207
师新庄村委会	410172560208
北里村委会	410172560209
石佛村委会	410172560211
关庄村委会	410172560212
梧桐办事处	410172561000
瑞达社区居委会	410172561001
金色嘉园社区居委会	410172561002
桂花街社区居委会	410172561003
玉兰街社区居委会	410172561004
睿智社区居民居委会	410172561005
秦庄村委会	410172561201
洼刘村委会	410172561202
瓦屋李村委会	410172561203
兰砦村委会	410172561204
贾庄村委会	410172561205
郭庄村委会	410172561206
双桥办事处	410172562000
榆林村委会	410172562202
郭村村委会	410172562203
庄王村委会	410172562204
沟赵村委会	410172562207
岳岗村委会	410172562210
葛寨村委会	410172562214
