经开区：
郑州经济技术开发区	410171000000
九龙办事处	410171111000
九龙村委会	410171111201
八里湾村委会	410171111204
太平庄村委会	410171111205
东贾村委会	410171111206
肖庄村委会	410171111207
国庄村委会	410171111208
西贾村委会	410171111210
经济开发区明湖街道办事处	410171560000
老南岗社区居委会	410171560001
远大社区居委会	410171560002
中铁社区居委会	410171560003
加工区社区居委会	410171560004
格林社区居委会	410171560005
安飞社区居委会	410171560006
赵庄社区居委会	410171560007
岔河社区居委会	410171560008
西杨社区居委会	410171560009
东杨社区居委会	410171560010
螺蛭湖社区居委会	410171560011
毛庄社区居委会	410171560012
梁湖社区居委会	410171560013
李南岗村委会	410171560201
经济开发区潮河街道办事处	410171561000
单庄社区居委会	410171561014
二郎庙社区居委会	410171561015
营岗村委会	410171561208
王士明村委会	410171561209
曹古寺村委会	410171561210
司赵村委会	410171561211
弓马庄村委会	410171561212
耿庄村委会	410171561213
京航街道办事处	410171562000
大王庄村委会	410171562201
大孙庄村委会	410171562202
吴庄村委会	410171562203
石王村委会	410171562204
能庄村委会	410171562205
任楼村委会	410171562206
蒋冲村委会	410171562207
黄商村委会	410171562208
阎坟村委会	410171562209
前程办事处	410171563000
范庄村委会	410171563201
潘店寨村委会	410171563202
螺车湖村委会	410171563203
小杜庄村委会	410171563204
韩庄村委会	410171563205
冉庄村委会	410171563206
南寺村委会	410171563207
袁庄村委会	410171563208
贾堂村委会	410171563209
路庄村委会	410171563210
常庄村委会	410171563211
祥云办事处	410171565000
祥云寺村委会	410171565201
后魏村委会	410171565202
谢庄村委会	410171565203
王庄村委会	410171565204
前王村委会	410171565205
后王村委会	410171565206
祥付卢村委会	410171565207
席庄村委会	410171565208
坡刘村委会	410171565209
